customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Monthly_Charge_Range,Predicted_Churn_Probability,Churn_Risk_Percentage,Predicted_Churn,Prediction_Correct,Churn_Risk_Category,Churn_Risk_Score,Retention_Priority,Retention_Action,High_Risk_Flag
8010-EZLOU,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,13–24 Months,$70.01–$90,0.6626697490226856,66.27,Yes,Yes,High Risk,66,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,0–12 Months,$0–$35,0.24361297997769077,24.36,No,Yes,Low Risk,24,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3295-YVUSR,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,0–12 Months,$70.01–$90,0.7332703977377268,73.33,Yes,No,High Risk,73,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
8016-NCFVO,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,49–72 Months,$90.01–$120,0.35796886457801635,35.8,No,Yes,Medium Risk,36,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4119-ZYPZY,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,49–72 Months,$90.01–$120,0.11798380528777674,11.8,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5549-ZGHFB,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,49–72 Months,$0–$35,0.007268292035307566,0.73,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7577-SWIFR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,0–12 Months,$70.01–$90,0.7913615264381486,79.14,Yes,No,High Risk,79,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
0303-WMMRN,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,0–12 Months,$0–$35,0.22642671551839294,22.64,No,Yes,Low Risk,23,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6408-OTUBZ,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,49–72 Months,$90.01–$120,0.07658747955143673,7.66,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,49–72 Months,$70.01–$90,0.038052530607895436,3.81,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1078-TDCRN,Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,0–12 Months,$0–$35,0.622454514625868,62.25,Yes,No,High Risk,62,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
3727-OVPRY,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,49–72 Months,$0–$35,0.00884828446664401,0.88,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3797-FKOGQ,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,0–12 Months,$70.01–$90,0.6093652736874542,60.94,Yes,No,High Risk,61,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
7622-NXQZR,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,25–48 Months,$0–$35,0.20634832806976075,20.63,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,49–72 Months,$90.01–$120,0.08392776277643285,8.39,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,49–72 Months,$0–$35,0.004565517777399031,0.46,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,0–12 Months,$0–$35,0.17519638742825433,17.52,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,0–12 Months,$0–$35,0.16736046051013403,16.74,No,Yes,Low Risk,17,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,49–72 Months,$0–$35,0.007326652282508698,0.73,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,25–48 Months,$90.01–$120,0.5375009669646399,53.75,Yes,No,Medium Risk,54,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,13–24 Months,$90.01–$120,0.6227806977970103,62.28,Yes,Yes,High Risk,62,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer technical support retention package,Yes
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,25–48 Months,$90.01–$120,0.26122176423517235,26.12,No,Yes,Low Risk,26,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,13–24 Months,$35.01–$70,0.07300228953497977,7.3,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5840-NVDCG,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,13–24 Months,$35.01–$70,0.02919263298456781,2.92,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8092-NLTGF,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,49–72 Months,$0–$35,0.0030495876633957687,0.3,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5928-QLDHB,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,0–12 Months,$70.01–$90,0.7050392643562559,70.5,Yes,No,High Risk,71,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
9840-EFJQB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,0–12 Months,$70.01–$90,0.5782452203045999,57.82,Yes,No,Medium Risk,58,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,13–24 Months,$35.01–$70,0.1319835326022594,13.2,No,Yes,Low Risk,13,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4801-KFYKL,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,0–12 Months,$0–$35,0.1153417448578676,11.53,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3472-OAOOR,Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,13–24 Months,$0–$35,0.22103130074627886,22.1,No,Yes,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,0–12 Months,$35.01–$70,0.4304762670362522,43.05,No,Yes,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8062-YBDOE,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,0–12 Months,$35.01–$70,0.7362073275890855,73.62,Yes,Yes,High Risk,74,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,49–72 Months,$90.01–$120,0.18068290652084562,18.07,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4188-PCPIG,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,49–72 Months,$70.01–$90,0.012484526983533206,1.25,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,0–12 Months,$70.01–$90,0.694443995604868,69.44,Yes,Yes,High Risk,69,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
7105-BENQF,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,13–24 Months,$35.01–$70,0.09309988834717263,9.31,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7721-DVEKZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,0–12 Months,$0–$35,0.19140061792129773,19.14,No,Yes,Low Risk,19,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3566-VVORZ,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No,0–12 Months,$35.01–$70,0.24005494576772105,24.01,No,Yes,Low Risk,24,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9507-HSMMZ,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No,49–72 Months,$0–$35,0.005310729190727181,0.53,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2480-SQIOB,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,0–12 Months,$35.01–$70,0.3504418134713768,35.04,No,Yes,Medium Risk,35,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
0947-IDHRQ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,0–12 Months,$70.01–$90,0.6357090881617935,63.57,Yes,Yes,High Risk,64,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
7813-TKCVO,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,13–24 Months,$0–$35,0.04640548088452313,4.64,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0128-MKWSG,Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,No,25–48 Months,$35.01–$70,0.13028346412786346,13.03,No,Yes,Low Risk,13,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3672-YITQD,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,25–48 Months,$70.01–$90,0.6144826373632336,61.45,Yes,Yes,High Risk,61,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
4350-ZTLPI,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No,49–72 Months,$90.01–$120,0.19835737529553019,19.84,No,Yes,Low Risk,20,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9048-JVYVF,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,0–12 Months,$35.01–$70,0.5213216060309792,52.13,Yes,Yes,Medium Risk,52,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
0361-HJRDX,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No,49–72 Months,$35.01–$70,0.011416254182815493,1.14,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5727-MYATE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No,49–72 Months,$90.01–$120,0.012776702165191578,1.28,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,0–12 Months,$0–$35,0.07966281809782949,7.97,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,25–48 Months,$70.01–$90,0.3855314941838337,38.55,No,No,Medium Risk,39,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
7570-WELNY,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,49–72 Months,$70.01–$90,0.0360791943530274,3.61,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3021-VLNRJ,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,49–72 Months,$70.01–$90,0.026070605746016343,2.61,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3776-EKTKM,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,0–12 Months,$35.01–$70,0.7223138344291967,72.23,Yes,Yes,High Risk,72,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2080-CAZNM,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,25–48 Months,$90.01–$120,0.6043812139487229,60.44,Yes,No,High Risk,60,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,25–48 Months,$90.01–$120,0.6329950205620005,63.3,Yes,No,High Risk,63,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package,Yes
6907-FLBER,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,0–12 Months,$35.01–$70,0.45699527390843225,45.7,No,Yes,Medium Risk,46,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3001-UNBTL,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No,25–48 Months,$90.01–$120,0.6621084970199814,66.21,Yes,No,High Risk,66,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
5982-PSMKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,13–24 Months,$90.01–$120,0.05443799919150606,5.44,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3507-GASNP,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,No,49–72 Months,$0–$35,0.003166985651579189,0.32,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7096-ZNBZI,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,49–72 Months,$0–$35,0.0029576408324073307,0.3,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1902-XBTFB,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,13–24 Months,$70.01–$90,0.5108738253957602,51.09,Yes,Yes,Medium Risk,51,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1676-MQAOA,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,49–72 Months,$70.01–$90,0.00770029528727829,0.77,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0786-IVLAW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,49–72 Months,$90.01–$120,0.1600656013715637,16.01,No,Yes,Low Risk,16,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7566-DSRLQ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No,49–72 Months,$90.01–$120,0.10641739482535682,10.64,No,Yes,Low Risk,11,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0643-OKLRP,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,25–48 Months,$70.01–$90,0.27469346137064454,27.47,No,No,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7245-JMTTQ,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,49–72 Months,$90.01–$120,0.27207779413110394,27.21,No,Yes,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6050-IJRHS,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,No,49–72 Months,$90.01–$120,0.20026752328607964,20.03,No,Yes,Low Risk,20,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6202-JVYEU,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,No,0–12 Months,$0–$35,0.13925855776842258,13.93,No,Yes,Low Risk,14,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,49–72 Months,$90.01–$120,0.061990091392883244,6.2,No,Yes,Low Risk,6,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0734-OXWBT,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,0–12 Months,$70.01–$90,0.30209791208826825,30.21,No,Yes,Medium Risk,30,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4282-ACRXS,Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No,25–48 Months,$0–$35,0.2958177537173555,29.58,No,Yes,Low Risk,30,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0365-TRTPY,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,25–48 Months,$90.01–$120,0.206139516913501,20.61,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7349-ALMUX,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,25–48 Months,$35.01–$70,0.012381509292867212,1.24,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9381-NDKME,Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,13–24 Months,$35.01–$70,0.3952414294643572,39.52,No,No,Medium Risk,40,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6502-KUGLL,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,13–24 Months,$35.01–$70,0.08592479992898316,8.59,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1841-YSJGV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,49–72 Months,$90.01–$120,0.05048773941869681,5.05,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2794-XIMMO,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,49–72 Months,$35.01–$70,0.10650613940039401,10.65,No,No,Low Risk,11,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,0–12 Months,$70.01–$90,0.7661089042874458,76.61,Yes,Yes,High Risk,77,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
3511-BFTJW,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,49–72 Months,$35.01–$70,0.004912609195677979,0.49,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7668-XCFYV,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,13–24 Months,$90.01–$120,0.7917459186839486,79.17,Yes,No,High Risk,79,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2983-ZANRP,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,0–12 Months,$70.01–$90,0.5206346785609,52.06,Yes,Yes,Medium Risk,52,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
7845-URHJN,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,0–12 Months,$0–$35,0.13814996983697186,13.81,No,No,Low Risk,14,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3034-ZBEQN,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,25–48 Months,$0–$35,0.04766257347419333,4.77,No,No,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5018-HEKFO,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,0–12 Months,$0–$35,0.2346917448081208,23.47,No,Yes,Low Risk,23,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2923-ARZLG,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,No,0–12 Months,$0–$35,0.1292517137486973,12.93,No,Yes,Low Risk,13,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3976-NLDEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,0–12 Months,$0–$35,0.19190849146337222,19.19,No,Yes,Low Risk,19,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2282-YGNOR,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,25–48 Months,$35.01–$70,0.0366380224457111,3.66,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
